EB01-001|WhenAttacking	OK	Kouzuki Oden [EB01-001] (5000) attacks Monkey.D.Luffy [ST01-001] (5000). || S[h1 b0 t1 d50 L4 don10] N[h0 b1 t0 d50 L0]
EB01-002|OnOpponentAttack	OK	Shanks [ST08-005] (10000) attacks Monkey.D.Luffy [ST01-001] (5000). | Izo [EB01-002] [On Your Opponent's Attack] effect is pending. | South has no available Blocker — block step skipped. | Click 1 card(s) in your hand to trash as the cost of Izo [EB01-002], or skip. | Click 1 card(s) in your hand to trash as the cost of Izo [EB01-002], or skip. | That card is not in your hand. | That card is not in your hand. | That card is not in your hand. | That card is not in your hand. | Izo [EB01-002] cost: trashed Tony Tony.Chopper [ST01-006] from hand. | Izo [EB01-002] [On Your Opponent's Attack] effect is pending. | Izo [EB01-002]: condition not met — effect skipped. || S[h0 b1 t2 d50 L4 don10] N[h0 b1 t0 d50 L0]
EB01-002|OnPlay	OK	South plays Izo [EB01-002]. | Izo [EB01-002] [On Play] effect is pending. | Choose your leader or one of your characters for Izo [EB01-002]. | Choose your leader or one of your characters for Izo [EB01-002]. | That is not a valid DON!! attachment target. | That is not a valid DON!! attachment target. | Izo [EB01-002] gives 1 rested DON!! to Izo [EB01-002]. || S[h1 b1 t1 d50 L4 don9] N[h0 b1 t0 d50 L0]
EB01-003|WhenAttacking	OK	Kid & Killer [EB01-003] (5000) attacks Monkey.D.Luffy [ST01-001] (5000). | Kid & Killer [EB01-003] [When Attacking] effect is pending. | Kid & Killer [EB01-003] gives Kid & Killer [EB01-003] +2000 power this turn. || S[h1 b1 t1 d50 L4 don10] N[h0 b1 t0 d50 L0]
EB01-004|WhenAttacking	OK	Koza [EB01-004] (3000) attacks Monkey.D.Luffy [ST01-001] (5000). | Koza [EB01-004] [When Attacking] effect is pending. | Choose an opponent's Leader or Character to give -5000 power (Koza [EB01-004]), or skip. | Choose an opponent's Leader or Character to give -5000 power (Koza [EB01-004]), or skip. | Koza [EB01-004] gives Monkey.D.Luffy [ST01-001] -5000 power this turn. || S[h1 b1 t1 d50 L4 don10] N[h0 b1 t0 d50 L0]
EB01-006|WhenAttacking	OK	Tony Tony.Chopper [EB01-006] (4000) attacks Monkey.D.Luffy [ST01-001] (5000). || S[h1 b1 t1 d50 L4 don10] N[h0 b1 t0 d50 L0]
EB01-007|ActivateMain	OK	Yamato [EB01-007] [Activate: Main] effect is pending. | Choose your leader or one of your characters for Yamato [EB01-007]. | That is not a valid DON!! attachment target. | That is not a valid DON!! attachment target. | There are no rested DON!! cards to attach. || S[h1 b1 t1 d50 L4 don10] N[h0 b1 t0 d50 L0]
EB01-009|PlayCounter	OK	Shanks [ST08-005] (10000) attacks Monkey.D.Luffy [ST01-001] (5000). | South has no available Blocker — block step skipped. | Just Shut Up and Come with Us!!!! [EB01-009] has no usable counter value. || S[h2 b0 t1 d50 L4 don10] N[h0 b1 t0 d50 L0]
EB01-010|PlayCounter	OK	Shanks [ST08-005] (10000) attacks Monkey.D.Luffy [ST01-001] (5000). | South has no available Blocker — block step skipped. | There's No Way You Could Defeat Me!! [EB01-010] has no usable counter value. || S[h2 b0 t1 d50 L4 don10] N[h0 b1 t0 d50 L0]
EB01-010|Trigger	OK	Shanks [ST08-005] (10000) attacks Monkey.D.Luffy [ST01-001] (5000). | South has no available Blocker — block step skipped. | South passes counters. | South takes 1 damage. | South reveals and activates There's No Way You Could Defeat Me!! [EB01-010]'s [Trigger]. | Choose up to 1 opponent Character(s) to remove (There's No Way You Could Defeat Me!! [EB01-010]), or skip. | Choose up to 1 opponent Character(s) to remove (There's No Way You Could Defeat Me!! [EB01-010]), or skip. | That is not a valid removal target. | Shanks [ST08-005] goes to trash. | There's No Way You Could Defeat Me!! [EB01-010] K.O.s Shanks [ST08-005]. || S[h1 b0 t2 d50 L4 don10] N[h0 b0 t1 d50 L0]
EB01-011|ActivateMain	OK	Mini-Merry [EB01-011] [Activate: Main] effect is pending. | South draws a card. | Mini-Merry [EB01-011] draws 1 card(s). || S[h2 b0 t1 d49 L4 don10] N[h0 b1 t0 d50 L0]
EB01-012|OnPlay	OK	South plays Cavendish [EB01-012]. | Cavendish [EB01-012] [On Play] effect is pending. | Cavendish [EB01-012] sets 2 DON!! as active. || S[h1 b1 t1 d50 L4 don10] N[h0 b1 t0 d50 L0]
EB01-012|WhenAttacking	OK	Cavendish [EB01-012] (6000) attacks Monkey.D.Luffy [ST01-001] (5000). | Cavendish [EB01-012] [When Attacking] effect is pending. | Cavendish [EB01-012] has no rested DON!! to set active. || S[h1 b1 t1 d50 L4 don10] N[h0 b1 t0 d50 L0]
EB01-013|ActivateMain	OK	Kouzuki Hiyori [EB01-013] [Activate: Main] effect is pending. | Kouzuki Hiyori [EB01-013] goes to trash. | Kouzuki Hiyori [EB01-013] [Activate: Main] effect is pending. | Click a card in your hand to play for Kouzuki Hiyori [EB01-013], or skip. | Click a card in your hand to play for Kouzuki Hiyori [EB01-013], or skip. | That card is not in your hand. | That card is not in your hand. | That card is not in your hand. | Tony Tony.Chopper [ST01-006] does not match the required type for Kouzuki Hiyori [EB01-013]. | That card is not in your hand. | That card is not in your hand. | That card is not in your hand. | That card is not in your hand. | That card is not in your hand. | Kouzuki Hiyori [EB01-013] effect skipped. || S[h1 b0 t2 d50 L4 don10] N[h0 b1 t0 d50 L0]
EB01-015|OnPlay	OK	South plays Scratchmen Apoo [EB01-015]. | Scratchmen Apoo [EB01-015] [On Play] effect is pending. | Choose an opponent's character (cost ≤ 2) to rest for Scratchmen Apoo [EB01-015]. | Choose an opponent's character (cost ≤ 2) to rest for Scratchmen Apoo [EB01-015]. | That is not a valid target to rest. | Scratchmen Apoo [EB01-015] rests Tony Tony.Chopper [ST01-006]. || S[h1 b1 t1 d50 L4 don10] N[h0 b1 t0 d50 L0]
EB01-016|ActivateMain	OK	Bingoh [EB01-016] [Activate: Main] effect is pending. | Bingoh [EB01-016] rests (cost). | Bingoh [EB01-016] [Activate: Main] effect is pending. | Choose up to 1 opponent Character(s) to remove (Bingoh [EB01-016]), or skip. | Choose up to 1 opponent Character(s) to remove (Bingoh [EB01-016]), or skip. | That is not a valid removal target. | That is not a valid removal target. | That is not a valid removal target. | That is not a valid removal target. | Choose up to 1 opponent Character(s) to remove (Bingoh [EB01-016]), or skip. | Choose up to 1 opponent Character(s) to remove (Bingoh [EB01-016]), or skip. | Choose up to 1 opponent Character(s) to remove (Bingoh [EB01-016]), or skip. | Choose up to 1 opponent Character(s) to remove (Bingoh [EB01-016]), or skip. | Choose up to 1 opponent Character(s) to remove (Bingoh [EB01-016]), or skip. | Bingoh [EB01-016] effect skipped. || S[h1 b1 t1 d50 L4 don10] N[h0 b1 t0 d50 L0]
EB01-019|PlayCounter	OK	Shanks [ST08-005] (10000) attacks Monkey.D.Luffy [ST01-001] (5000). | South has no available Blocker — block step skipped. | South counters with Off-White [EB01-019] (+4000). | Off-White [EB01-019] [Counter] effect is pending. | Monkey.D.Luffy [ST01-001] looks at the top 3 card(s) of the deck. | Usopp [ST01-002] does not match the required {Donquixote Pirates} type. | South takes nothing. | South places 3 card(s) at the bottom of the deck. || S[h1 b0 t2 d50 L4 don10] N[h0 b1 t0 d50 L0]
EB01-020|PlayEvent	OK	South plays Chambres [EB01-020]. | Chambres [EB01-020] [Main] effect is pending. | Choose a Character (cost ≤ 2) to return to its owner's hand (Chambres [EB01-020]). | Choose a Character (cost ≤ 2) to return to its owner's hand (Chambres [EB01-020]). | That is not a valid return-to-hand target. | Chambres [EB01-020] returns Tony Tony.Chopper [ST01-006] to its owner's hand. || S[h1 b0 t2 d50 L4 don10] N[h1 b0 t0 d50 L0]
EB01-020|Trigger	OK	Shanks [ST08-005] (10000) attacks Monkey.D.Luffy [ST01-001] (5000). | South has no available Blocker — block step skipped. | South passes counters. | South takes 1 damage. | South reveals and activates Chambres [EB01-020]'s [Trigger]. | Chambres [EB01-020] Trigger activates its Main effect. | Choose a Character (cost ≤ 2) to return to its owner's hand (Chambres [EB01-020]). | That is not a valid return-to-hand target. | That is not a valid return-to-hand target. | That is not a valid return-to-hand target. | Choose a Character (cost ≤ 2) to return to its owner's hand (Chambres [EB01-020]). | Choose a Character (cost ≤ 2) to return to its owner's hand (Chambres [EB01-020]). | Choose a Character (cost ≤ 2) to return to its owner's hand (Chambres [EB01-020]). | Choose a Character (cost ≤ 2) to return to its owner's hand (Chambres [EB01-020]). | Choose a Character (cost ≤ 2) to return to its owner's hand (Chambres [EB01-020]). | Choose a Character (cost ≤ 2) to return to its owner's hand (Chambres [EB01-020]). | Chambres [EB01-020] effect skipped. || S[h1 b0 t2 d50 L4 don10] N[h0 b1 t0 d50 L0]
EB01-021|EndOfTurn	OK	South ends turn 5. | Hannyabal [EB01-021] [End of Your Turn] effect is pending. | North begins turn 6. | Choose a Character to return to its owner's hand (Hannyabal [EB01-021]). | That is not a valid return-to-hand target. | Hannyabal [EB01-021] returns Tony Tony.Chopper [ST01-006] to its owner's hand. || S[h1 b0 t1 d50 L4 don10] N[h2 b0 t0 d49 L0]
EB01-022|EndOfTurn	OK	South ends turn 5. | Inazuma [EB01-022] [End of Your Turn] effect is pending. | South draws a card. | South draws a card. | Inazuma [EB01-022] draws 2 card(s). | North begins turn 6. || S[h3 b1 t1 d48 L4 don10] N[h1 b1 t0 d49 L0]
EB01-023|OnPlay	OK	South plays Edward Weevil [EB01-023]. | Edward Weevil [EB01-023] [On Play] effect is pending. | South draws a card. | Edward Weevil [EB01-023] draws 1 card(s). || S[h2 b1 t1 d49 L4 don10] N[h0 b1 t0 d50 L0]
EB01-026|WhenAttacking	OK	Prince Bellett [EB01-026] (2000) attacks Monkey.D.Luffy [ST01-001] (5000). || S[h1 b1 t1 d50 L4 don10] N[h0 b1 t0 d50 L0]
EB01-027|OnPlay	OK	South plays Mr.1(Daz.Bonez) [EB01-027]. | Mr.1(Daz.Bonez) [EB01-027] [On Play] effect is pending. | South draws a card. | South draws a card. | Mr.1(Daz.Bonez) [EB01-027] draws 2 card(s). | Click 1 card(s) in your hand to trash (Mr.1(Daz.Bonez) [EB01-027]). | Click 1 card(s) in your hand to trash (Mr.1(Daz.Bonez) [EB01-027]). | That card is not in your hand. | That card is not in your hand. | That card is not in your hand. | That card is not in your hand. | Mr.1(Daz.Bonez) [EB01-027]: trashed Tony Tony.Chopper [ST01-006] from hand. || S[h2 b1 t2 d48 L4 don10] N[h0 b1 t0 d50 L0]
EB01-028|PlayCounter	OK	Shanks [ST08-005] (10000) attacks Monkey.D.Luffy [ST01-001] (5000). | South has no available Blocker — block step skipped. | South counters with Gum-Gum Champion Rifle [EB01-028] (+2000). | Gum-Gum Champion Rifle [EB01-028] [Counter] effect is pending. | Choose a Character to return to its owner's hand (Gum-Gum Champion Rifle [EB01-028]). | That is not a valid return-to-hand target. | That is not a valid return-to-hand target. | That is not a valid return-to-hand target. | Choose a Character to return to its owner's hand (Gum-Gum Champion Rifle [EB01-028]). | Choose a Character to return to its owner's hand (Gum-Gum Champion Rifle [EB01-028]). | Choose a Character to return to its owner's hand (Gum-Gum Champion Rifle [EB01-028]). | Choose a Character to return to its owner's hand (Gum-Gum Champion Rifle [EB01-028]). | Choose a Character to return to its owner's hand (Gum-Gum Champion Rifle [EB01-028]). | Choose a Character to return to its owner's hand (Gum-Gum Champion Rifle [EB01-028]). | Gum-Gum Champion Rifle [EB01-028] mandatory effect skipped (no legal way to resolve it). | Gum-Gum Champion Rifle [EB01-028] effect skipped. || S[h1 b0 t2 d50 L4 don10] N[h0 b1 t0 d50 L0]
EB01-028|Trigger	OK	Shanks [ST08-005] (10000) attacks Monkey.D.Luffy [ST01-001] (5000). | South has no available Blocker — block step skipped. | South passes counters. | South takes 1 damage. | South reveals and activates Gum-Gum Champion Rifle [EB01-028]'s [Trigger]. | Gum-Gum Champion Rifle [EB01-028] Trigger needs manual resolution: [Trigger] Return up to 1 Character with a cost of 3 or less to the bottom of the owner's deck. || S[h2 b0 t1 d50 L4 don10] N[h0 b1 t0 d50 L0]
EB01-029|PlayCounter	OK	Shanks [ST08-005] (10000) attacks Monkey.D.Luffy [ST01-001] (5000). | South has no available Blocker — block step skipped. | Sorry. I'm a Goner. [EB01-029] has no usable counter value. || S[h2 b0 t1 d50 L4 don10] N[h0 b1 t0 d50 L0]
